point_id,polygon_id,class,di_t+0,di_t+1,di_t+10,di_t+11,di_t+12,di_t+14,di_t+15,di_t+16,di_t+17,di_t+18,di_t+19,di_t+2,di_t+20,di_t+21,di_t+22,di_t+23,di_t+24,di_t+25,di_t+26,di_t+3,di_t+4,di_t+5,di_t+6,di_t+7,di_t+8,di_t+9,di_t-1,di_t-10,di_t-11,di_t-12,di_t-13,di_t-14,di_t-15,di_t-16,di_t-17,di_t-18,di_t-19,di_t-2,di_t-20,di_t-21,di_t-22,di_t-23,di_t-24,di_t-25,di_t-27,di_t-28,di_t-29,di_t-3,di_t-30,di_t-31,di_t-32,di_t-33,di_t-34,di_t-35,di_t-36,di_t-37,di_t-38,di_t-39,di_t-4,di_t-40,di_t-41,di_t-42,di_t-43,di_t-44,di_t-45,di_t-46,di_t-47,di_t-48,di_t-49,di_t-5,di_t-50,di_t-51,di_t-52,di_t-6,di_t-7,di_t-8,di_t-9,FCC_Date,Flight_Date
2964,22,3,,-1.0,0.0,,0.0,0.0,,0.0,,,0.0,,,0.0,,0.0,,-1.0,,-1.0,,,0.0,,0.0,,-1.0,-1.0,,-1.0,,-1.0,,-1.0,,-1.0,,,-1.0,,,0.0,,0.0,0.0,,0.0,-1.0,,0.0,,0.0,,,0.0,,0.0,,,0.0,,-1.0,,-1.0,,-1.0,,,-1.0,-1.0,,-1.0,,,-1.0,,,,2023-08-19
2965,22,3,,-1.0,1.0,,1.0,1.0,,1.0,,,1.0,,,1.0,,0.0,,0.0,,0.0,,,0.0,,1.0,,-1.0,-1.0,,-1.0,,-1.0,,-1.0,,-1.0,,,-1.0,,,-1.0,,0.0,0.0,,0.0,-1.0,,0.0,,0.0,,,0.0,,0.0,,,-1.0,,-1.0,,-1.0,,-1.0,,,-1.0,-1.0,,-1.0,,,-1.0,,,,2023-08-19
2966,23,3,,0.0,2.0,,2.0,2.0,,2.0,,,1.0,,,1.0,,0.0,,0.0,,0.0,,,1.0,,1.0,,0.0,0.0,,0.0,,-1.0,,-1.0,,-1.0,,,-1.0,,,-1.0,,-1.0,-1.0,,0.0,0.0,,0.0,,0.0,,,0.0,,1.0,,,1.0,,1.0,,0.0,,0.0,,,0.0,0.0,,0.0,,,0.0,,,,2023-08-19
2967,23,3,,0.0,1.0,,1.0,1.0,,1.0,,,1.0,,,0.0,,0.0,,0.0,,0.0,,,1.0,,1.0,,0.0,0.0,,0.0,,-1.0,,-1.0,,-1.0,,,-1.0,,,-1.0,,-1.0,-1.0,,-1.0,0.0,,-1.0,,-1.0,,,0.0,,0.0,,,0.0,,0.0,,0.0,,0.0,,,0.0,0.0,,0.0,,,0.0,,,,2023-08-19
2968,23,3,,0.0,1.0,,1.0,1.0,,1.0,,,1.0,,,0.0,,0.0,,0.0,,0.0,,,1.0,,1.0,,0.0,0.0,,0.0,,0.0,,-1.0,,-1.0,,,-1.0,,,-1.0,,-1.0,-1.0,,-1.0,0.0,,-1.0,,-1.0,,,-1.0,,0.0,,,0.0,,0.0,,0.0,,0.0,,,0.0,0.0,,0.0,,,0.0,,,,2023-08-19
2969,23,3,,0.0,1.0,,1.0,1.0,,1.0,,,0.0,,,0.0,,0.0,,0.0,,0.0,,,1.0,,1.0,,0.0,0.0,,0.0,,0.0,,-1.0,,-1.0,,,-1.0,,,-1.0,,-1.0,0.0,,0.0,0.0,,0.0,,0.0,,,0.0,,0.0,,,0.0,,0.0,,0.0,,0.0,,,0.0,0.0,,0.0,,,0.0,,,,2023-08-19
2970,23,3,,0.0,1.0,,1.0,1.0,,1.0,,,1.0,,,0.0,,0.0,,0.0,,0.0,,,1.0,,1.0,,0.0,0.0,,0.0,,0.0,,-1.0,,-1.0,,,-1.0,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,,0.0,,1.0,,,1.0,,0.0,,0.0,,0.0,,,0.0,0.0,,0.0,,,0.0,,,,2023-08-19
2971,23,3,,-2.0,0.0,,0.0,0.0,,0.0,,,-1.0,,,-1.0,,-2.0,,-2.0,,-1.0,,,0.0,,0.0,,-2.0,-2.0,,-2.0,,-2.0,,-2.0,,-3.0,,,-3.0,,,-3.0,,-2.0,-2.0,,-2.0,-2.0,,-2.0,,-2.0,,,-1.0,,-1.0,,,-1.0,,-1.0,,-1.0,,-2.0,,,-2.0,-2.0,,-2.0,,,-2.0,,,,2023-08-19
2972,23,3,,0.0,1.0,,1.0,1.0,,1.0,,,0.0,,,0.0,,0.0,,-1.0,,0.0,,,0.0,,1.0,,0.0,-1.0,,0.0,,-1.0,,-1.0,,-2.0,,,-2.0,,,-2.0,,-1.0,-1.0,,-1.0,0.0,,0.0,,0.0,,,0.0,,0.0,,,0.0,,0.0,,0.0,,0.0,,,-1.0,-1.0,,-1.0,,,-1.0,,,,2023-08-19
2973,23,3,,-1.0,1.0,,1.0,1.0,,1.0,,,0.0,,,0.0,,0.0,,-1.0,,-1.0,,,0.0,,0.0,,-1.0,-1.0,,-1.0,,-1.0,,-2.0,,-2.0,,,-2.0,,,-2.0,,-1.0,-1.0,,-1.0,-1.0,,-1.0,,-1.0,,,0.0,,0.0,,,0.0,,0.0,,-1.0,,-1.0,,,-1.0,-1.0,,-1.0,,,-1.0,,,,2023-08-19
2974,23,3,,0.0,1.0,,1.0,1.0,,1.0,,,1.0,,,0.0,,0.0,,0.0,,0.0,,,1.0,,1.0,,0.0,0.0,,0.0,,0.0,,-1.0,,-1.0,,,-1.0,,,-1.0,,-1.0,-1.0,,0.0,0.0,,0.0,,0.0,,,0.0,,0.0,,,0.0,,0.0,,0.0,,0.0,,,0.0,0.0,,0.0,,,0.0,,,,2023-08-19
2975,23,3,,0.0,1.0,,1.0,1.0,,1.0,,,1.0,,,0.0,,0.0,,0.0,,0.0,,,1.0,,1.0,,0.0,0.0,,0.0,,0.0,,-1.0,,-1.0,,,-1.0,,,-1.0,,-1.0,0.0,,0.0,0.0,,0.0,,0.0,,,0.0,,1.0,,,0.0,,0.0,,0.0,,0.0,,,0.0,0.0,,0.0,,,0.0,,,,2023-08-19
2976,23,3,,0.0,1.0,,1.0,1.0,,1.0,,,0.0,,,0.0,,0.0,,-1.0,,0.0,,,1.0,,1.0,,0.0,0.0,,0.0,,0.0,,-1.0,,-1.0,,,-1.0,,,-1.0,,-1.0,0.0,,0.0,0.0,,0.0,,0.0,,,0.0,,0.0,,,0.0,,0.0,,0.0,,0.0,,,0.0,0.0,,0.0,,,0.0,,,,2023-08-19
2977,23,3,,0.0,1.0,,1.0,1.0,,1.0,,,0.0,,,0.0,,0.0,,0.0,,0.0,,,1.0,,1.0,,0.0,0.0,,0.0,,0.0,,-1.0,,-1.0,,,-1.0,,,-1.0,,0.0,0.0,,0.0,0.0,,0.0,,1.0,,,1.0,,1.0,,,0.0,,0.0,,0.0,,0.0,,,0.0,0.0,,0.0,,,0.0,,,,2023-08-19
2978,23,3,,0.0,1.0,,1.0,1.0,,1.0,,,0.0,,,0.0,,0.0,,0.0,,0.0,,,0.0,,1.0,,0.0,0.0,,0.0,,0.0,,-1.0,,-1.0,,,-1.0,,,-1.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,,0.0,,0.0,,,0.0,,0.0,,0.0,,0.0,,,0.0,0.0,,0.0,,,0.0,,,,2023-08-19
2979,23,3,,0.0,1.0,,1.0,1.0,,1.0,,,1.0,,,0.0,,0.0,,0.0,,0.0,,,0.0,,1.0,,0.0,0.0,,0.0,,0.0,,-1.0,,-1.0,,,-1.0,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,,0.0,,1.0,,,1.0,,0.0,,0.0,,0.0,,,0.0,0.0,,-1.0,,,0.0,,,,2023-08-19
2980,23,3,,0.0,1.0,,1.0,1.0,,1.0,,,1.0,,,1.0,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,-1.0,,0.0,,0.0,,-1.0,,-1.0,,,-1.0,,,-1.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,,0.0,,1.0,,,0.0,,0.0,,0.0,,0.0,,,-1.0,-1.0,,-1.0,,,-1.0,,,,2023-08-19
2981,23,3,,0.0,1.0,,1.0,1.0,,1.0,,,1.0,,,0.0,,0.0,,0.0,,0.0,,,0.0,,1.0,,0.0,0.0,,0.0,,0.0,,-1.0,,-1.0,,,-1.0,,,-1.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,,0.0,,1.0,,,0.0,,0.0,,0.0,,0.0,,,0.0,0.0,,0.0,,,0.0,,,,2023-08-19
2982,23,3,,-2.0,0.0,,1.0,0.0,,0.0,,,0.0,,,-1.0,,-1.0,,-1.0,,-1.0,,,0.0,,0.0,,-2.0,-2.0,,-2.0,,-2.0,,-2.0,,-2.0,,,-2.0,,,-2.0,,-2.0,-1.0,,0.0,-2.0,,0.0,,0.0,,,1.0,,1.0,,,1.0,,0.0,,-2.0,,-2.0,,,-2.0,-2.0,,-2.0,,,-2.0,,,,2023-08-19
2983,23,3,,0.0,1.0,,1.0,1.0,,1.0,,,0.0,,,0.0,,-1.0,,-1.0,,0.0,,,0.0,,1.0,,0.0,0.0,,0.0,,-1.0,,-1.0,,-1.0,,,-1.0,,,-1.0,,-1.0,-1.0,,-1.0,0.0,,-1.0,,-1.0,,,-1.0,,0.0,,,0.0,,0.0,,0.0,,0.0,,,-1.0,-1.0,,-1.0,,,0.0,,,,2023-08-19
2984,23,3,,-1.0,1.0,,1.0,1.0,,1.0,,,0.0,,,0.0,,0.0,,-1.0,,-1.0,,,0.0,,0.0,,-1.0,-1.0,,-1.0,,-1.0,,-1.0,,-1.0,,,-2.0,,,-1.0,,-1.0,0.0,,0.0,-1.0,,1.0,,1.0,,,1.0,,1.0,,,1.0,,0.0,,-1.0,,-1.0,,,-1.0,-1.0,,-1.0,,,-1.0,,,,2023-08-19
2985,23,3,,0.0,1.0,,1.0,1.0,,1.0,,,1.0,,,0.0,,0.0,,0.0,,0.0,,,0.0,,1.0,,0.0,0.0,,0.0,,0.0,,-1.0,,-1.0,,,-1.0,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,,1.0,,,1.0,,1.0,,,1.0,,0.0,,0.0,,0.0,,,-1.0,0.0,,0.0,,,0.0,,,,2023-08-19
2986,23,3,,0.0,1.0,,1.0,1.0,,1.0,,,1.0,,,0.0,,0.0,,0.0,,0.0,,,1.0,,1.0,,0.0,0.0,,0.0,,0.0,,-1.0,,-1.0,,,-1.0,,,-1.0,,0.0,1.0,,1.0,0.0,,1.0,,2.0,,,2.0,,2.0,,,2.0,,1.0,,0.0,,0.0,,,-1.0,0.0,,-1.0,,,0.0,,,,2023-08-19
2987,23,3,,0.0,1.0,,1.0,1.0,,1.0,,,0.0,,,0.0,,0.0,,0.0,,0.0,,,0.0,,1.0,,0.0,0.0,,0.0,,0.0,,-1.0,,-1.0,,,-1.0,,,-1.0,,-1.0,-1.0,,0.0,0.0,,0.0,,0.0,,,0.0,,0.0,,,0.0,,0.0,,0.0,,0.0,,,0.0,-1.0,,-1.0,,,0.0,,,,2023-08-19
2988,23,3,,0.0,1.0,,1.0,1.0,,1.0,,,0.0,,,0.0,,0.0,,-1.0,,0.0,,,0.0,,1.0,,0.0,0.0,,0.0,,0.0,,-1.0,,-1.0,,,-1.0,,,-1.0,,-1.0,0.0,,0.0,0.0,,0.0,,0.0,,,0.0,,0.0,,,0.0,,0.0,,0.0,,0.0,,,0.0,0.0,,0.0,,,0.0,,,,2023-08-19
2989,23,3,,0.0,1.0,,1.0,1.0,,0.0,,,0.0,,,0.0,,0.0,,-1.0,,0.0,,,0.0,,1.0,,0.0,0.0,,0.0,,-1.0,,-1.0,,-1.0,,,-1.0,,,-1.0,,-1.0,0.0,,0.0,0.0,,0.0,,0.0,,,0.0,,0.0,,,0.0,,0.0,,0.0,,0.0,,,0.0,0.0,,0.0,,,0.0,,,,2023-08-19
2990,23,3,,0.0,1.0,,1.0,1.0,,1.0,,,1.0,,,0.0,,0.0,,0.0,,0.0,,,0.0,,1.0,,0.0,0.0,,0.0,,-1.0,,-1.0,,-1.0,,,-1.0,,,-1.0,,0.0,0.0,,0.0,0.0,,0.0,,1.0,,,1.0,,1.0,,,1.0,,0.0,,0.0,,0.0,,,0.0,-1.0,,0.0,,,0.0,,,,2023-08-19
2991,23,3,,-1.0,0.0,,1.0,1.0,,1.0,,,0.0,,,0.0,,0.0,,0.0,,0.0,,,0.0,,0.0,,-1.0,-1.0,,-1.0,,-1.0,,-1.0,,-1.0,,,-1.0,,,-1.0,,0.0,0.0,,0.0,-1.0,,0.0,,1.0,,,1.0,,1.0,,,0.0,,0.0,,0.0,,-1.0,,,-1.0,-1.0,,-1.0,,,-1.0,,,,2023-08-19
2992,23,3,,0.0,1.0,,1.0,1.0,,1.0,,,1.0,,,0.0,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,-1.0,,-1.0,,,-1.0,,,-1.0,,0.0,0.0,,0.0,0.0,,1.0,,1.0,,,1.0,,1.0,,,1.0,,0.0,,0.0,,-1.0,,,-1.0,0.0,,-1.0,,,-1.0,,,,2023-08-19
2993,23,3,,0.0,0.0,,1.0,1.0,,0.0,,,0.0,,,0.0,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,-1.0,,-1.0,,,-1.0,,,-1.0,,-1.0,1.0,,1.0,0.0,,2.0,,2.0,,,3.0,,3.0,,,2.0,,1.0,,0.0,,0.0,,,0.0,0.0,,0.0,,,0.0,,,,2023-08-19
2994,23,3,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,,0.0,,0.0,,-1.0,,0.0,,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,-1.0,,-1.0,,,-1.0,,,-1.0,,-1.0,-1.0,,-1.0,0.0,,-1.0,,-1.0,,,-1.0,,0.0,,,0.0,,0.0,,0.0,,0.0,,,0.0,0.0,,0.0,,,0.0,,,,2023-08-19
2995,23,3,,0.0,1.0,,1.0,1.0,,1.0,,,1.0,,,0.0,,0.0,,0.0,,1.0,,,1.0,,1.0,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,-1.0,,,-1.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,,0.0,,0.0,,,0.0,,0.0,,1.0,,0.0,,,0.0,0.0,,0.0,,,0.0,,,,2023-08-19
2996,23,3,,0.0,1.0,,1.0,1.0,,1.0,,,0.0,,,0.0,,0.0,,0.0,,1.0,,,1.0,,1.0,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,-1.0,,,-1.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,,0.0,,0.0,,,0.0,,0.0,,1.0,,0.0,,,0.0,0.0,,0.0,,,0.0,,,,2023-08-19
2997,23,3,,0.0,1.0,,1.0,1.0,,1.0,,,1.0,,,0.0,,0.0,,0.0,,1.0,,,1.0,,1.0,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,,0.0,,0.0,,,0.0,,0.0,,1.0,,1.0,,,0.0,0.0,,0.0,,,0.0,,,,2023-08-19
2998,23,3,,0.0,2.0,,2.0,2.0,,1.0,,,1.0,,,0.0,,-1.0,,-1.0,,0.0,,,1.0,,1.0,,0.0,0.0,,0.0,,-1.0,,-2.0,,-2.0,,,-2.0,,,-2.0,,-2.0,-1.0,,-1.0,0.0,,-1.0,,0.0,,,0.0,,0.0,,,0.0,,0.0,,0.0,,0.0,,,0.0,0.0,,0.0,,,0.0,,,,2023-08-19
2999,23,3,,-1.0,1.0,,1.0,1.0,,1.0,,,1.0,,,0.0,,0.0,,-1.0,,0.0,,,0.0,,1.0,,0.0,-1.0,,-1.0,,-1.0,,-1.0,,-1.0,,,-1.0,,,-1.0,,-1.0,-1.0,,-1.0,-1.0,,-1.0,,0.0,,,0.0,,0.0,,,0.0,,0.0,,-1.0,,-1.0,,,-1.0,-1.0,,-1.0,,,-1.0,,,,2023-08-19
3000,23,3,,-1.0,1.0,,1.0,1.0,,1.0,,,0.0,,,0.0,,0.0,,-1.0,,-1.0,,,0.0,,0.0,,-1.0,-1.0,,-1.0,,-1.0,,-1.0,,-1.0,,,-1.0,,,-1.0,,-1.0,0.0,,0.0,-1.0,,0.0,,0.0,,,0.0,,1.0,,,0.0,,0.0,,-1.0,,-1.0,,,-1.0,-1.0,,-1.0,,,-1.0,,,,2023-08-19
3001,23,3,,0.0,1.0,,1.0,1.0,,1.0,,,0.0,,,0.0,,0.0,,-1.0,,0.0,,,1.0,,1.0,,0.0,0.0,,0.0,,0.0,,-1.0,,-1.0,,,-1.0,,,-1.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,,0.0,,0.0,,,0.0,,0.0,,0.0,,0.0,,,0.0,0.0,,0.0,,,0.0,,,,2023-08-19
3002,23,3,,0.0,1.0,,1.0,1.0,,1.0,,,1.0,,,0.0,,0.0,,0.0,,0.0,,,1.0,,1.0,,0.0,0.0,,0.0,,0.0,,-1.0,,-1.0,,,-1.0,,,0.0,,0.0,0.0,,0.0,0.0,,1.0,,1.0,,,1.0,,1.0,,,1.0,,0.0,,0.0,,0.0,,,-1.0,-1.0,,-1.0,,,0.0,,,,2023-08-19
3003,23,3,,0.0,1.0,,1.0,1.0,,1.0,,,1.0,,,0.0,,0.0,,0.0,,0.0,,,0.0,,1.0,,0.0,0.0,,0.0,,0.0,,-1.0,,-1.0,,,-1.0,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,,0.0,,1.0,,,1.0,,0.0,,0.0,,0.0,,,-1.0,-1.0,,-1.0,,,0.0,,,,2023-08-19
3004,23,3,,0.0,1.0,,1.0,1.0,,1.0,,,0.0,,,0.0,,0.0,,-1.0,,0.0,,,1.0,,1.0,,0.0,0.0,,0.0,,0.0,,-1.0,,-1.0,,,-1.0,,,-1.0,,-1.0,0.0,,0.0,0.0,,0.0,,0.0,,,0.0,,0.0,,,0.0,,0.0,,0.0,,0.0,,,0.0,0.0,,0.0,,,0.0,,,,2023-08-19
3005,23,3,,0.0,1.0,,1.0,1.0,,1.0,,,0.0,,,0.0,,0.0,,-1.0,,0.0,,,1.0,,1.0,,0.0,0.0,,0.0,,0.0,,-1.0,,-1.0,,,-1.0,,,-1.0,,-1.0,0.0,,0.0,0.0,,0.0,,0.0,,,0.0,,0.0,,,0.0,,0.0,,0.0,,0.0,,,0.0,0.0,,0.0,,,0.0,,,,2023-08-19
3006,23,3,,0.0,1.0,,1.0,1.0,,1.0,,,0.0,,,0.0,,0.0,,0.0,,0.0,,,1.0,,1.0,,0.0,0.0,,0.0,,0.0,,-1.0,,-1.0,,,-1.0,,,-1.0,,0.0,0.0,,0.0,0.0,,0.0,,1.0,,,1.0,,1.0,,,1.0,,0.0,,0.0,,0.0,,,0.0,0.0,,0.0,,,0.0,,,,2023-08-19
3007,23,3,,-1.0,0.0,,1.0,1.0,,1.0,,,0.0,,,0.0,,0.0,,0.0,,0.0,,,0.0,,0.0,,-1.0,-1.0,,-1.0,,-1.0,,-1.0,,-1.0,,,-1.0,,,-1.0,,0.0,0.0,,0.0,-1.0,,1.0,,1.0,,,1.0,,1.0,,,1.0,,0.0,,0.0,,-1.0,,,-1.0,-1.0,,-1.0,,,-1.0,,,,2023-08-19
3008,23,3,,0.0,1.0,,1.0,1.0,,1.0,,,0.0,,,0.0,,0.0,,0.0,,0.0,,,0.0,,1.0,,-1.0,-1.0,,0.0,,-1.0,,-1.0,,-1.0,,,-1.0,,,-1.0,,0.0,0.0,,0.0,-1.0,,1.0,,1.0,,,1.0,,1.0,,,1.0,,0.0,,0.0,,-1.0,,,-1.0,-1.0,,-1.0,,,-1.0,,,,2023-08-19
3009,23,3,,0.0,1.0,,1.0,1.0,,1.0,,,1.0,,,0.0,,0.0,,-1.0,,0.0,,,1.0,,1.0,,0.0,0.0,,0.0,,-1.0,,-1.0,,-2.0,,,-2.0,,,-1.0,,-1.0,-1.0,,0.0,0.0,,0.0,,0.0,,,0.0,,0.0,,,0.0,,0.0,,0.0,,0.0,,,0.0,0.0,,0.0,,,0.0,,,,2023-08-19
3010,23,3,,1.0,1.0,,1.0,1.0,,1.0,,,1.0,,,0.0,,0.0,,0.0,,1.0,,,1.0,,1.0,,1.0,0.0,,0.0,,-1.0,,-1.0,,-1.0,,,-1.0,,,-1.0,,-1.0,-1.0,,0.0,1.0,,0.0,,0.0,,,0.0,,0.0,,,1.0,,1.0,,1.0,,1.0,,,0.0,0.0,,0.0,,,0.0,,,,2023-08-19
3011,23,3,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,,0.0,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,-1.0,,-1.0,,,-1.0,,,-1.0,,-1.0,-1.0,,0.0,0.0,,0.0,,0.0,,,0.0,,0.0,,,0.0,,0.0,,0.0,,0.0,,,0.0,0.0,,0.0,,,0.0,,,,2023-08-19
3012,23,3,,0.0,0.0,,0.0,0.0,,0.0,,,-1.0,,,-1.0,,-1.0,,-1.0,,0.0,,,0.0,,0.0,,0.0,0.0,,0.0,,-1.0,,-1.0,,-1.0,,,-1.0,,,-1.0,,-1.0,-1.0,,-1.0,0.0,,-1.0,,-1.0,,,-1.0,,0.0,,,0.0,,0.0,,0.0,,0.0,,,0.0,0.0,,0.0,,,0.0,,,,2023-08-19
3013,23,3,,0.0,1.0,,1.0,1.0,,0.0,,,0.0,,,0.0,,0.0,,0.0,,1.0,,,1.0,,1.0,,0.0,0.0,,0.0,,0.0,,-1.0,,-1.0,,,-1.0,,,-1.0,,-1.0,-1.0,,0.0,0.0,,0.0,,0.0,,,0.0,,0.0,,,0.0,,0.0,,0.0,,1.0,,,0.0,0.0,,0.0,,,0.0,,,,2023-08-19
3014,23,3,,0.0,1.0,,1.0,1.0,,1.0,,,0.0,,,0.0,,0.0,,0.0,,1.0,,,1.0,,1.0,,0.0,0.0,,0.0,,0.0,,0.0,,-1.0,,,-1.0,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,,1.0,,,1.0,,1.0,,,1.0,,0.0,,0.0,,0.0,,,0.0,0.0,,0.0,,,0.0,,,,2023-08-19
3015,23,3,,1.0,1.0,,1.0,1.0,,1.0,,,1.0,,,0.0,,0.0,,0.0,,1.0,,,1.0,,1.0,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,,0.0,,1.0,,,1.0,,1.0,,1.0,,1.0,,,1.0,0.0,,0.0,,,0.0,,,,2023-08-19
3016,23,3,,0.0,2.0,,2.0,1.0,,1.0,,,1.0,,,0.0,,-1.0,,-1.0,,0.0,,,1.0,,1.0,,0.0,0.0,,0.0,,-1.0,,-2.0,,-2.0,,,-2.0,,,-2.0,,-2.0,-1.0,,-1.0,0.0,,-1.0,,0.0,,,0.0,,0.0,,,0.0,,0.0,,0.0,,0.0,,,0.0,0.0,,0.0,,,0.0,,,,2023-08-19
3017,23,3,,0.0,1.0,,1.0,1.0,,1.0,,,1.0,,,0.0,,-1.0,,-1.0,,1.0,,,1.0,,1.0,,0.0,0.0,,0.0,,-1.0,,-1.0,,-2.0,,,-2.0,,,-2.0,,-1.0,-1.0,,-1.0,0.0,,-1.0,,0.0,,,0.0,,0.0,,,0.0,,0.0,,0.0,,0.0,,,0.0,0.0,,0.0,,,0.0,,,,2023-08-19
3018,23,3,,-1.0,1.0,,1.0,1.0,,1.0,,,1.0,,,0.0,,0.0,,0.0,,-1.0,,,0.0,,1.0,,-1.0,-1.0,,-1.0,,-1.0,,-1.0,,-1.0,,,-1.0,,,-1.0,,0.0,0.0,,1.0,-1.0,,1.0,,1.0,,,1.0,,1.0,,,1.0,,0.0,,-1.0,,-1.0,,,-1.0,-1.0,,-1.0,,,-1.0,,,,2023-08-19
3019,23,3,,0.0,1.0,,1.0,1.0,,1.0,,,1.0,,,0.0,,0.0,,0.0,,0.0,,,0.0,,1.0,,0.0,0.0,,0.0,,0.0,,-1.0,,-1.0,,,-1.0,,,-1.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,,0.0,,0.0,,,0.0,,0.0,,0.0,,0.0,,,0.0,0.0,,0.0,,,0.0,,,,2023-08-19
3020,23,3,,0.0,1.0,,1.0,1.0,,1.0,,,1.0,,,0.0,,0.0,,0.0,,0.0,,,1.0,,1.0,,0.0,0.0,,0.0,,0.0,,-1.0,,-1.0,,,-1.0,,,-1.0,,0.0,0.0,,0.0,0.0,,0.0,,1.0,,,1.0,,1.0,,,1.0,,0.0,,0.0,,0.0,,,0.0,0.0,,0.0,,,0.0,,,,2023-08-19
3021,23,3,,0.0,1.0,,1.0,1.0,,1.0,,,0.0,,,0.0,,0.0,,0.0,,0.0,,,0.0,,1.0,,0.0,0.0,,0.0,,0.0,,-1.0,,-1.0,,,-1.0,,,-1.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,,0.0,,0.0,,,0.0,,0.0,,0.0,,0.0,,,-1.0,-1.0,,-1.0,,,0.0,,,,2023-08-19
3022,23,3,,0.0,1.0,,1.0,1.0,,1.0,,,0.0,,,0.0,,0.0,,-1.0,,0.0,,,1.0,,1.0,,0.0,0.0,,0.0,,0.0,,-1.0,,-1.0,,,-1.0,,,-1.0,,-1.0,0.0,,0.0,0.0,,0.0,,0.0,,,0.0,,0.0,,,0.0,,0.0,,0.0,,0.0,,,0.0,0.0,,0.0,,,0.0,,,,2023-08-19
3023,23,3,,0.0,1.0,,1.0,1.0,,1.0,,,0.0,,,0.0,,0.0,,-1.0,,0.0,,,1.0,,1.0,,0.0,0.0,,0.0,,0.0,,-1.0,,-1.0,,,-1.0,,,-1.0,,-1.0,0.0,,0.0,0.0,,0.0,,0.0,,,0.0,,0.0,,,0.0,,0.0,,1.0,,0.0,,,0.0,0.0,,0.0,,,0.0,,,,2023-08-19
3024,23,3,,0.0,1.0,,1.0,1.0,,1.0,,,0.0,,,0.0,,0.0,,0.0,,0.0,,,0.0,,1.0,,0.0,0.0,,0.0,,0.0,,-1.0,,-1.0,,,-1.0,,,-1.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,,0.0,,0.0,,,0.0,,0.0,,0.0,,0.0,,,0.0,0.0,,0.0,,,0.0,,,,2023-08-19
3025,23,3,,0.0,1.0,,1.0,1.0,,1.0,,,0.0,,,0.0,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,-1.0,,0.0,,-1.0,,-1.0,,-1.0,,,-1.0,,,-1.0,,0.0,0.0,,0.0,-1.0,,1.0,,1.0,,,1.0,,1.0,,,1.0,,0.0,,0.0,,0.0,,,0.0,-1.0,,-1.0,,,-1.0,,,,2023-08-19
3026,23,3,,-1.0,1.0,,1.0,1.0,,1.0,,,0.0,,,0.0,,0.0,,0.0,,0.0,,,0.0,,0.0,,-1.0,-1.0,,-1.0,,-1.0,,-1.0,,-1.0,,,-1.0,,,-1.0,,0.0,0.0,,0.0,-1.0,,0.0,,0.0,,,1.0,,1.0,,,1.0,,0.0,,0.0,,0.0,,,-1.0,-1.0,,-1.0,,,-1.0,,,,2023-08-19
3027,23,3,,0.0,1.0,,1.0,1.0,,1.0,,,1.0,,,0.0,,0.0,,0.0,,1.0,,,1.0,,1.0,,0.0,0.0,,0.0,,-1.0,,-1.0,,-1.0,,,-1.0,,,-1.0,,-1.0,-1.0,,0.0,0.0,,0.0,,0.0,,,0.0,,0.0,,,0.0,,0.0,,0.0,,0.0,,,0.0,0.0,,0.0,,,0.0,,,,2023-08-19
